Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2023-01-01,44228.15,True
1,1,2023-01-08,27299.84,False
1,1,2023-01-15,25967.46,False
1,1,2023-01-22,21544.32,False
1,1,2023-01-29,21544.08,False
1,1,2023-02-05,20565.69,False
1,1,2023-02-12,28640.67,False
1,1,2023-02-19,25992.01,False
1,1,2023-02-26,27060.8,False
1,1,2023-03-05,20190.98,False
1,1,2023-03-12,29677.25,False
1,1,2023-03-19,28303.59,False
1,1,2023-03-26,22107.11,False
1,1,2023-04-02,21802.2,False
1,1,2023-04-09,21817.98,False
1,1,2023-04-16,23025.47,False
1,1,2023-04-23,25228.99,False
1,1,2023-04-30,24301.56,False
1,1,2023-05-07,22895.43,False
1,1,2023-05-14,26099.31,False
1,1,2023-05-21,21379.2,False
1,1,2023-05-28,22904.58,False
1,1,2023-06-04,26010.83,False
1,1,2023-06-11,26996.89,False
1,1,2023-06-18,30614.39,False
1,1,2023-06-25,24178.61,False
1,1,2023-07-02,41454.34,True
1,1,2023-07-09,28495.58,False
1,1,2023-07-16,22494.39,False
1,1,2023-07-23,28661.89,False
1,1,2023-07-30,23858.2,False
1,1,2023-08-06,22698.85,False
1,1,2023-08-13,32413.87,False
1,1,2023-08-20,32597.95,False
1,1,2023-08-27,30869.64,False
1,1,2023-09-03,23029.18,False
1,1,2023-09-10,20961.29,False
1,1,2023-09-17,26822.58,False
1,1,2023-09-24,24383.57,False
1,1,2023-10-01,21204.77,False
1,1,2023-10-08,24933.41,False
1,1,2023-10-15,20328.92,False
1,1,2023-10-22,29071.8,False
1,1,2023-10-29,22571.18,False
1,1,2023-11-05,34587.32,False
1,1,2023-11-12,30030.13,False
1,1,2023-11-19,32736.78,False
1,1,2023-11-26,49624.31,True
1,1,2023-12-03,28382.21,False
1,1,2023-12-10,38576.19,False
1,1,2023-12-17,36050.18,False
1,1,2023-12-24,57278.05,True
1,1,2023-12-31,37605.07,False
1,2,2023-01-01,59458.97,True
1,2,2023-01-08,28333.32,False
1,2,2023-01-15,29791.58,False
1,2,2023-01-22,27746.37,False
1,2,2023-01-29,31546.36,False
1,2,2023-02-05,32405.75,False
1,2,2023-02-12,30814.03,False
1,2,2023-02-19,38375.78,False
1,2,2023-02-26,31972.66,False
1,2,2023-03-05,30944.07,False
1,2,2023-03-12,34495.23,False
1,2,2023-03-19,29044.63,False
1,2,2023-03-26,38015.72,False
1,2,2023-04-02,28144.18,False
1,2,2023-04-09,40521.3,False
1,2,2023-04-16,37609.38,False
1,2,2023-04-23,29828.66,False
1,2,2023-04-30,27207.71,False
1,2,2023-05-07,38195.67,False
1,2,2023-05-14,36722.31,False
1,2,2023-05-21,37022.8,False
1,2,2023-05-28,37596.16,False
1,2,2023-06-04,30951.05,False
1,2,2023-06-11,35195.48,False
1,2,2023-06-18,31575.2,False
1,2,2023-06-25,42726.21,False
1,2,2023-07-02,58721.37,True
1,2,2023-07-09,34784.08,False
1,2,2023-07-16,30794.56,False
1,2,2023-07-23,34486.88,False
1,2,2023-07-30,34698.8,False
1,2,2023-08-06,40734.02,False
1,2,2023-08-13,39360.37,False
1,2,2023-08-20,43085.99,False
1,2,2023-08-27,36892.96,False
1,2,2023-09-03,28755.26,False
1,2,2023-09-10,36808.96,False
1,2,2023-09-17,37453.91,False
1,2,2023-09-24,34747.31,False
1,2,2023-10-01,37592.05,False
1,2,2023-10-08,33831.83,False
1,2,2023-10-15,34224.4,False
1,2,2023-10-22,32932.99,False
1,2,2023-10-29,27477.65,False
1,2,2023-11-05,37175.45,False
1,2,2023-11-12,35826.93,False
1,2,2023-11-19,46496.58,False
1,2,2023-11-26,61225.08,True
1,2,2023-12-03,44241.95,False
1,2,2023-12-10,51278.77,False
1,2,2023-12-17,39669.24,False
1,2,2023-12-24,63765.43,True
1,2,2023-12-31,48597.78,False
1,3,2023-01-01,23866.9,True
1,3,2023-01-08,17541.26,False
1,3,2023-01-15,16556.62,False
1,3,2023-01-22,22443.74,False
1,3,2023-01-29,21512.37,False
1,3,2023-02-05,20173.9,False
1,3,2023-02-12,21997.6,False
1,3,2023-02-19,21478.29,False
1,3,2023-02-26,16750.81,False
1,3,2023-03-05,22159.23,False
1,3,2023-03-12,19453.32,False
1,3,2023-03-19,21507.16,False
1,3,2023-03-26,22186.29,False
1,3,2023-04-02,17757.69,False
1,3,2023-04-09,16164.62,False
1,3,2023-04-16,17067.7,False
1,3,2023-04-23,18593.52,False
1,3,2023-04-30,21588.16,False
1,3,2023-05-07,21915.4,False
1,3,2023-05-14,15374.8,False
1,3,2023-05-21,19234.26,False
1,3,2023-05-28,18519.23,False
1,3,2023-06-04,18725.36,False
1,3,2023-06-11,17863.78,False
1,3,2023-06-18,19698.73,False
1,3,2023-06-25,24799.45,False
1,3,2023-07-02,29365.92,True
1,3,2023-07-09,21225.46,False
1,3,2023-07-16,22777.93,False
1,3,2023-07-23,19917.95,False
1,3,2023-07-30,25042.76,False
1,3,2023-08-06,24964.09,False
1,3,2023-08-13,18975.43,False
1,3,2023-08-20,21043.93,False
1,3,2023-08-27,19389.15,False
1,3,2023-09-03,17503.64,False
1,3,2023-09-10,15604.12,False
1,3,2023-09-17,19991.27,False
1,3,2023-09-24,19172.45,False
1,3,2023-10-01,15715.91,False
1,3,2023-10-08,17456.19,False
1,3,2023-10-15,22279.56,False
1,3,2023-10-22,17156.77,False
1,3,2023-10-29,16431.55,False
1,3,2023-11-05,24792.46,False
1,3,2023-11-12,29734.1,False
1,3,2023-11-19,22328.63,False
1,3,2023-11-26,39917.7,True
1,3,2023-12-03,27502.97,False
1,3,2023-12-10,22284.64,False
1,3,2023-12-17,27170.31,False
1,3,2023-12-24,35371.13,True
1,3,2023-12-31,26215.14,False
1,4,2023-01-01,53770.37,True
1,4,2023-01-08,29549.33,False
1,4,2023-01-15,40081.18,False
1,4,2023-01-22,32807.65,False
1,4,2023-01-29,30909.67,False
1,4,2023-02-05,28849.37,False
1,4,2023-02-12,36626.09,False
1,4,2023-02-19,37851.32,False
1,4,2023-02-26,28507.44,False
1,4,2023-03-05,35512.14,False
1,4,2023-03-12,31474.8,False
1,4,2023-03-19,37393.42,False
1,4,2023-03-26,30737.88,False
1,4,2023-04-02,38040.38,False
1,4,2023-04-09,33740.03,False
1,4,2023-04-16,41515.01,False
1,4,2023-04-23,30217.01,False
1,4,2023-04-30,33094.43,False
1,4,2023-05-07,29877.07,False
1,4,2023-05-14,41344.86,False
1,4,2023-05-21,40675.44,False
1,4,2023-05-28,31919.34,False
1,4,2023-06-04,41363.08,False
1,4,2023-06-11,43808.15,False
1,4,2023-06-18,39733.69,False
1,4,2023-06-25,39336.38,False
1,4,2023-07-02,52291.62,True
1,4,2023-07-09,32548.01,False
1,4,2023-07-16,45052.06,False
1,4,2023-07-23,45101.86,False
1,4,2023-07-30,40945.05,False
1,4,2023-08-06,36372.2,False
1,4,2023-08-13,36530.5,False
1,4,2023-08-20,42388.95,False
1,4,2023-08-27,45050.42,False
