Store,Dept,Date,Weekly_Sales,IsHoliday
2,1,2023-01-01,75311.21,True
2,1,2023-01-08,42934.39,False
2,1,2023-01-15,51469.82,False
2,1,2023-01-22,50437.76,False
2,1,2023-01-29,45429.57,False
2,1,2023-02-05,40717.3,False
2,1,2023-02-12,51467.37,False
2,1,2023-02-19,48553.27,False
2,1,2023-02-26,53408.2,False
2,1,2023-03-05,48550.49,False
2,1,2023-03-12,54946.75,False
2,1,2023-03-19,49162.02,False
2,1,2023-03-26,49336.0,False
2,1,2023-04-02,55418.2,False
2,1,2023-04-09,46302.66,False
2,1,2023-04-16,41111.41,False
2,1,2023-04-23,39084.13,False
2,1,2023-04-30,53077.21,False
2,1,2023-05-07,50479.78,False
2,1,2023-05-14,52093.6,False
2,1,2023-05-21,42632.35,False
2,1,2023-05-28,41156.8,False
2,1,2023-06-04,42690.82,False
2,1,2023-06-11,49812.0,False
2,1,2023-06-18,54883.72,False
2,1,2023-06-25,50694.76,False
2,1,2023-07-02,77479.89,True
2,1,2023-07-09,61542.89,False
2,1,2023-07-16,49762.58,False
2,1,2023-07-23,53274.7,False
2,1,2023-07-30,58989.22,False
2,1,2023-08-06,50785.85,False
2,1,2023-08-13,55565.42,False
2,1,2023-08-20,60657.2,False
2,1,2023-08-27,62504.17,False
2,1,2023-09-03,41362.98,False
2,1,2023-09-10,56380.17,False
2,1,2023-09-17,48010.16,False
2,1,2023-09-24,43504.66,False
2,1,2023-10-01,47374.8,False
2,1,2023-10-08,57409.78,False
2,1,2023-10-15,48019.83,False
2,1,2023-10-22,44862.97,False
2,1,2023-10-29,50731.98,False
2,1,2023-11-05,56102.79,False
2,1,2023-11-12,51988.46,False
2,1,2023-11-19,53316.22,False
2,1,2023-11-26,79943.0,True
2,1,2023-12-03,53892.81,False
2,1,2023-12-10,53565.35,False
2,1,2023-12-17,66138.76,False
2,1,2023-12-24,81965.36,True
2,1,2023-12-31,58745.5,False
2,2,2023-01-01,68090.65,True
2,2,2023-01-08,48945.99,False
2,2,2023-01-15,39859.06,False
2,2,2023-01-22,40225.47,False
2,2,2023-01-29,37447.11,False
2,2,2023-02-05,39796.95,False
2,2,2023-02-12,41808.98,False
2,2,2023-02-19,39945.13,False
2,2,2023-02-26,38324.8,False
2,2,2023-03-05,38910.73,False
2,2,2023-03-12,45151.88,False
2,2,2023-03-19,40483.17,False
2,2,2023-03-26,43381.08,False
2,2,2023-04-02,45934.24,False
2,2,2023-04-09,49365.02,False
2,2,2023-04-16,37418.55,False
2,2,2023-04-23,51365.3,False
2,2,2023-04-30,48218.33,False
2,2,2023-05-07,38197.39,False
2,2,2023-05-14,52726.19,False
2,2,2023-05-21,53593.96,False
2,2,2023-05-28,37817.93,False
2,2,2023-06-04,45955.31,False
2,2,2023-06-11,56638.9,False
2,2,2023-06-18,55469.43,False
2,2,2023-06-25,44091.23,False
2,2,2023-07-02,66888.52,True
2,2,2023-07-09,47844.37,False
2,2,2023-07-16,50146.31,False
2,2,2023-07-23,52845.48,False
2,2,2023-07-30,47812.91,False
2,2,2023-08-06,49702.51,False
2,2,2023-08-13,55453.51,False
2,2,2023-08-20,41107.35,False
2,2,2023-08-27,45462.01,False
2,2,2023-09-03,49786.21,False
2,2,2023-09-10,53123.03,False
2,2,2023-09-17,46085.8,False
2,2,2023-09-24,46460.77,False
2,2,2023-10-01,38663.69,False
2,2,2023-10-08,44906.63,False
2,2,2023-10-15,46470.02,False
2,2,2023-10-22,41146.23,False
2,2,2023-10-29,41637.47,False
2,2,2023-11-05,56705.83,False
2,2,2023-11-12,48185.16,False
